2018/02/24	Sat	22:21	2.03		62			L
2018/02/25	Sun	04:37	5.20		158			H
2018/02/25	Sun	12:07	-0.51		-16			L
2018/02/25	Sun	18:35	3.53		108			H
2018/02/25	Sun	23:33	1.74		53			L
2018/02/26	Mon	05:37	5.64		172			H
2018/02/26	Mon	12:54	-1.00		-30			L
2018/02/26	Mon	19:15	3.95		120			H
2018/02/27	Tue	00:29	1.34		41			L
2018/02/27	Tue	06:30	6.02		183			H
2018/02/27	Tue	13:36	-1.31		-40			L
2018/02/27	Tue	19:51	4.32		132			H
2018/02/28	Wed	01:19	0.92		28			L
2018/02/28	Wed	07:18	6.23		190			H
2018/02/28	Wed	14:15	-1.41		-43			L
2018/02/28	Wed	20:26	4.62		141			H
2018/03/01	Thu	02:05	0.57		17			L
2018/03/01	Thu	08:04	6.23		190			H
2018/03/01	Thu	14:52	-1.31		-40			L
2018/03/01	Thu	21:01	4.84		148			H
2018/03/02	Fri	02:49	0.34		10			L
2018/03/02	Fri	08:47	5.99		183			H
2018/03/02	Fri	15:28	-1.01		-31			L
2018/03/02	Fri	21:36	4.95		151			H
2018/03/03	Sat	03:33	0.26		8			L
2018/03/03	Sat	09:30	5.54		169			H
2018/03/03	Sat	16:02	-0.57		-17			L
2018/03/03	Sat	22:11	4.95		151			H
2018/03/04	Sun	04:19	0.32		10			L
2018/03/04	Sun	10:13	4.93		150			H
2018/03/04	Sun	16:36	-0.01		-0			L
2018/03/04	Sun	22:47	4.85		148			H
2018/03/05	Mon	05:06	0.49		15			L
2018/03/05	Mon	10:58	4.23		129			H
2018/03/05	Mon	17:09	0.60		18			L
2018/03/05	Mon	23:24	4.65		142			H
2018/03/06	Tue	06:00	0.73		22			L
2018/03/06	Tue	11:50	3.52		107			H
2018/03/06	Tue	17:42	1.21		37			L
2018/03/07	Wed	00:06	4.40		134			H
2018/03/07	Wed	07:07	0.96		29			L
2018/03/07	Wed	13:01	2.91		89			H
2018/03/07	Wed	18:19	1.78		54			L
2018/03/08	Thu	00:58	4.14		126			H
2018/03/08	Thu	08:36	1.06		32			L
2018/03/08	Thu	15:02	2.59		79			H
2018/03/08	Thu	19:17	2.24		68			L
2018/03/09	Fri	02:10	3.97		121			H
2018/03/09	Fri	10:17	0.89		27			L
2018/03/09	Fri	17:44	2.81		86			H
2018/03/09	Fri	21:11	2.48		76			L
2018/03/10	Sat	03:34	3.99		122			H
2018/03/10	Sat	11:28	0.57		17			L
2018/03/10	Sat	18:28	3.12		95			H
2018/03/10	Sat	22:48	2.38		73			L
2018/03/11	Sun	05:43	4.20		128			H
2018/03/11	Sun	13:12	0.25		8			L
2018/03/11	Sun	19:51	3.40		104			H
2018/03/12	Mon	00:44	2.09		64			L
2018/03/12	Mon	06:35	4.50		137			H
2018/03/12	Mon	13:46	-0.02		-1			L
2018/03/12	Mon	20:10	3.64		111			H
2018/03/13	Tue	01:24	1.76		54			L
2018/03/13	Tue	07:15	4.80		146			H
2018/03/13	Tue	14:15	-0.24		-7			L
2018/03/13	Tue	20:29	3.89		119			H
2018/03/14	Wed	01:57	1.41		43			L
2018/03/14	Wed	07:51	5.05		154			H
2018/03/14	Wed	14:42	-0.40		-12			L
2018/03/14	Wed	20:50	4.14		126			H
2018/03/15	Thu	02:29	1.07		33			L
2018/03/15	Thu	08:25	5.23		159			H
2018/03/15	Thu	15:08	-0.47		-14			L
2018/03/15	Thu	21:14	4.38		134			H
2018/03/16	Fri	03:01	0.76		23			L
2018/03/16	Fri	08:58	5.29		161			H
2018/03/16	Fri	15:35	-0.45		-14			L
2018/03/16	Fri	21:38	4.61		141			H
2018/03/17	Sat	03:34	0.51		16			L
2018/03/17	Sat	09:32	5.21		159			H
2018/03/17	Sat	16:02	-0.32		-10			L
2018/03/17	Sat	22:05	4.79		146			H
2018/03/18	Sun	04:10	0.32		10			L
2018/03/18	Sun	10:07	5.00		152			H
2018/03/18	Sun	16:29	-0.08		-2			L
2018/03/18	Sun	22:33	4.93		150			H
2018/03/19	Mon	04:48	0.21		6			L
2018/03/19	Mon	10:45	4.64		141			H
2018/03/19	Mon	16:57	0.27		8			L
2018/03/19	Mon	23:03	5.00		152			H
2018/03/20	Tue	05:32	0.20		6			L
2018/03/20	Tue	11:28	4.15		126			H
2018/03/20	Tue	17:26	0.70		21			L
2018/03/20	Tue	23:37	5.00		152			H
2018/03/21	Wed	06:23	0.27		8			L
2018/03/21	Wed	12:21	3.58		109			H
2018/03/21	Wed	17:59	1.18		36			L
2018/03/22	Thu	00:18	4.90		149			H
2018/03/22	Thu	07:27	0.39		12			L
2018/03/22	Thu	13:34	3.04		93			H
2018/03/22	Thu	18:38	1.69		52			L
2018/03/23	Fri	01:12	4.73		144			H
2018/03/23	Fri	08:51	0.44		13			L
2018/03/23	Fri	15:25	2.77		84			H
2018/03/23	Fri	19:47	2.15		66			L
2018/03/24	Sat	02:29	4.58		140			H
2018/03/24	Sat	10:26	0.26		8			L
2018/03/24	Sat	17:29	2.98		91			H
2018/03/24	Sat	21:47	2.36		72			L
2018/03/25	Sun	04:01	4.60		140			H
2018/03/25	Sun	11:46	-0.10		-3			L
2018/03/25	Sun	18:37	3.44		105			H
2018/03/25	Sun	23:28	2.12		65			L
2018/03/26	Mon	05:23	4.85		148			H
2018/03/26	Mon	12:44	-0.48		-15			L
2018/03/26	Mon	19:18	3.91		119			H
2018/03/27	Tue	00:37	1.62		49			L
2018/03/27	Tue	06:28	5.18		158			H
2018/03/27	Tue	13:31	-0.75		-23			L
2018/03/27	Tue	19:52	4.35		133			H
2018/03/28	Wed	01:30	1.06		32			L
2018/03/28	Wed	07:22	5.45		166			H
2018/03/28	Wed	14:11	-0.86		-26			L
2018/03/28	Wed	20:25	4.74		144			H
2018/03/29	Thu	02:16	0.54		16			L
2018/03/29	Thu	08:10	5.56		169			H
2018/03/29	Thu	14:48	-0.81		-25			L
2018/03/29	Thu	20:57	5.05		154			H
2018/03/30	Fri	02:59	0.13		4			L
2018/03/30	Fri	08:55	5.49		167			H
2018/03/30	Fri	15:22	-0.61		-19			L
2018/03/30	Fri	21:28	5.27		161			H
2018/03/31	Sat	03:40	-0.14		-4			L
2018/03/31	Sat	09:37	5.25		160			H
2018/03/31	Sat	15:54	-0.27		-8			L
2018/03/31	Sat	21:59	5.36		163			H
2018/04/01	Sun	04:21	-0.24		-7			L
2018/04/01	Sun	10:18	4.86		148			H
2018/04/01	Sun	16:25	0.16		5			L
2018/04/01	Sun	22:29	5.32		162			H
2018/04/02	Mon	05:01	-0.20		-6			L
2018/04/02	Mon	11:00	4.37		133			H
2018/04/02	Mon	16:55	0.66		20			L
2018/04/02	Mon	23:00	5.17		158			H
2018/04/03	Tue	05:44	-0.03		-1			L
2018/04/03	Tue	11:44	3.84		117			H
2018/04/03	Tue	17:23	1.17		36			L
2018/04/03	Tue	23:31	4.91		150			H
2018/04/04	Wed	06:30	0.22		7			L
2018/04/04	Wed	12:35	3.33		101			H
2018/04/04	Wed	17:51	1.67		51			L
2018/04/05	Thu	00:04	4.58		140			H
2018/04/05	Thu	07:25	0.51		16			L
2018/04/05	Thu	13:43	2.90		88			H
2018/04/05	Thu	18:18	2.13		65			L
2018/04/06	Fri	00:44	4.22		129			H
2018/04/06	Fri	08:36	0.75		23			L
2018/04/06	Fri	15:39	2.72		83			H
2018/04/06	Fri	18:58	2.53		77			L
2018/04/07	Sat	01:46	3.88		118			H
2018/04/07	Sat	10:04	0.81		25			L
2018/04/07	Sat	18:25	2.97		91			H
2018/04/07	Sat	21:25	2.75		84			L
2018/04/08	Sun	03:22	3.70		113			H
2018/04/08	Sun	11:24	0.67		20			L
2018/04/08	Sun	18:50	3.28		100			H
2018/04/08	Sun	23:22	2.55		78			L
2018/04/09	Mon	04:52	3.80		116			H
2018/04/09	Mon	12:17	0.46		14			L
2018/04/09	Mon	19:08	3.57		109			H
2018/04/10	Tue	00:22	2.16		66			L
2018/04/10	Tue	05:55	4.05		123			H
2018/04/10	Tue	12:56	0.25		8			L
2018/04/10	Tue	19:26	3.87		118			H
2018/04/11	Wed	01:02	1.71		52			L
2018/04/11	Wed	06:43	4.33		132			H
2018/04/11	Wed	13:28	0.08		2			L
2018/04/11	Wed	19:46	4.19		128			H
2018/04/12	Thu	01:37	1.24		38			L
2018/04/12	Thu	07:24	4.58		140			H
2018/04/12	Thu	13:58	-0.03		-1			L
2018/04/12	Thu	20:08	4.53		138			H
2018/04/13	Fri	02:10	0.77		23			L
2018/04/13	Fri	08:02	4.75		145			H
2018/04/13	Fri	14:26	-0.06		-2			L
2018/04/13	Fri	20:32	4.88		149			H
2018/04/14	Sat	02:44	0.32		10			L
2018/04/14	Sat	08:39	4.82		147			H
2018/04/14	Sat	14:54	0.01		0			L
2018/04/14	Sat	20:58	5.19		158			H
2018/04/15	Sun	03:20	-0.07		-2			L
2018/04/15	Sun	09:18	4.77		145			H
2018/04/15	Sun	15:23	0.17		5			L
2018/04/15	Sun	21:26	5.45		166			H
2018/04/16	Mon	03:58	-0.36		-11			L
2018/04/16	Mon	09:58	4.58		140			H
2018/04/16	Mon	15:53	0.44		13			L
2018/04/16	Mon	21:57	5.62		171			H
2018/04/17	Tue	04:39	-0.54		-16			L
2018/04/17	Tue	10:43	4.27		130			H
2018/04/17	Tue	16:25	0.79		24			L
2018/04/17	Tue	22:30	5.67		173			H
2018/04/18	Wed	05:25	-0.56		-17			L
2018/04/18	Wed	11:33	3.88		118			H
2018/04/18	Wed	16:59	1.21		37			L
2018/04/18	Wed	23:08	5.58		170			H
2018/04/19	Thu	06:18	-0.46		-14			L
2018/04/19	Thu	12:34	3.46		105			H
2018/04/19	Thu	17:38	1.66		51			L
2018/04/19	Thu	23:52	5.34		163			H
2018/04/20	Fri	07:21	-0.27		-8			L
2018/04/20	Fri	13:54	3.16		96			H
2018/04/20	Fri	18:31	2.11		64			L
2018/04/21	Sat	00:50	4.99		152			H
2018/04/21	Sat	08:37	-0.11		-3			L
2018/04/21	Sat	15:36	3.15		96			H
2018/04/21	Sat	20:01	2.45		75			L
2018/04/22	Sun	02:08	4.63		141			H
2018/04/22	Sun	09:59	-0.08		-2			L
2018/04/22	Sun	17:10	3.47		106			H
2018/04/22	Sun	21:57	2.43		74			L
2018/04/23	Mon	03:42	4.45		136			H
2018/04/23	Mon	11:13	-0.16		-5			L
2018/04/23	Mon	18:07	3.92		119			H
2018/04/23	Mon	23:30	2.00		61			L
2018/04/24	Tue	05:07	4.50		137			H
2018/04/24	Tue	12:12	-0.26		-8			L
2018/04/24	Tue	18:47	4.39		134			H
2018/04/25	Wed	00:36	1.39		42			L
2018/04/25	Wed	06:16	4.64		141			H
2018/04/25	Wed	12:59	-0.29		-9			L
2018/04/25	Wed	19:22	4.82		147			H
2018/04/26	Thu	01:27	0.78		24			L
2018/04/26	Thu	07:12	4.75		145			H
2018/04/26	Thu	13:39	-0.21		-6			L
2018/04/26	Thu	19:54	5.18		158			H
2018/04/27	Fri	02:11	0.25		8			L
2018/04/27	Fri	08:02	4.76		145			H
2018/04/27	Fri	14:14	-0.03		-1			L
2018/04/27	Fri	20:25	5.46		166			H
2018/04/28	Sat	02:52	-0.16		-5			L
2018/04/28	Sat	08:46	4.66		142			H
2018/04/28	Sat	14:47	0.24		7			L
2018/04/28	Sat	20:54	5.63		172			H
2018/04/29	Sun	03:31	-0.42		-13			L
2018/04/29	Sun	09:29	4.47		136			H
2018/04/29	Sun	15:18	0.56		17			L
2018/04/29	Sun	21:23	5.68		173			H
2018/04/30	Mon	04:09	-0.53		-16			L
2018/04/30	Mon	10:10	4.20		128			H
2018/04/30	Mon	15:48	0.93		28			L
2018/04/30	Mon	21:52	5.61		171			H
2018/05/01	Tue	04:46	-0.50		-15			L
2018/05/01	Tue	10:52	3.90		119			H
2018/05/01	Tue	16:16	1.31		40			L
2018/05/01	Tue	22:21	5.43		166			H
2018/05/02	Wed	05:25	-0.36		-11			L
2018/05/02	Wed	11:36	3.58		109			H
2018/05/02	Wed	16:44	1.69		52			L
2018/05/02	Wed	22:50	5.17		158			H
2018/05/03	Thu	06:07	-0.13		-4			L
2018/05/03	Thu	12:26	3.28		100			H
2018/05/03	Thu	17:12	2.05		62			L
2018/05/03	Thu	23:20	4.84		148			H
2018/05/04	Fri	06:54	0.14		4			L
2018/05/04	Fri	13:30	3.06		93			H
2018/05/04	Fri	17:42	2.39		73			L
2018/05/04	Fri	23:56	4.47		136			H
2018/05/05	Sat	07:50	0.41		12			L
2018/05/05	Sat	14:57	2.98		91			H
2018/05/05	Sat	18:30	2.69		82			L
2018/05/06	Sun	00:43	4.09		125			H
2018/05/06	Sun	08:57	0.59		18			L
2018/05/06	Sun	16:46	3.15		96			H
2018/05/06	Sun	20:31	2.86		87			L
2018/05/07	Mon	02:03	3.76		115			H
2018/05/07	Mon	10:07	0.65		20			L
2018/05/07	Mon	17:39	3.43		105			H
2018/05/07	Mon	22:30	2.69		82			L
2018/05/08	Tue	03:41	3.62		110			H
2018/05/08	Tue	11:06	0.61		19			L
2018/05/08	Tue	18:07	3.75		114			H
2018/05/08	Tue	23:43	2.26		69			L
2018/05/09	Wed	05:00	3.69		112			H
2018/05/09	Wed	11:53	0.53		16			L
2018/05/09	Wed	18:31	4.11		125			H
2018/05/10	Thu	00:31	1.73		53			L
2018/05/10	Thu	06:01	3.87		118			H
2018/05/10	Thu	12:31	0.47		14			L
2018/05/10	Thu	18:56	4.51		137			H
2018/05/11	Fri	01:11	1.15		35			L
2018/05/11	Fri	06:51	4.05		123			H
2018/05/11	Fri	13:06	0.45		14			L
2018/05/11	Fri	19:22	4.94		151			H
2018/05/12	Sat	01:49	0.56		17			L
2018/05/12	Sat	07:38	4.21		128			H
2018/05/12	Sat	13:39	0.49		15			L
2018/05/12	Sat	19:50	5.37		164			H
2018/05/13	Sun	02:27	-0.02		-1			L
2018/05/13	Sun	08:22	4.29		131			H
2018/05/13	Sun	14:13	0.59		18			L
2018/05/13	Sun	20:20	5.76		176			H
2018/05/14	Mon	03:06	-0.52		-16			L
2018/05/14	Mon	09:07	4.29		131			H
2018/05/14	Mon	14:47	0.76		23			L
2018/05/14	Mon	20:53	6.07		185			H
2018/05/15	Tue	03:47	-0.90		-27			L
2018/05/15	Tue	09:54	4.20		128			H
2018/05/15	Tue	15:22	0.99		30			L
2018/05/15	Tue	21:28	6.24		190			H
2018/05/16	Wed	04:32	-1.10		-34			L
2018/05/16	Wed	10:44	4.03		123			H
2018/05/16	Wed	16:00	1.28		39			L
2018/05/16	Wed	22:07	6.25		190			H
2018/05/17	Thu	05:20	-1.14		-35			L
2018/05/17	Thu	11:39	3.81		116			H
2018/05/17	Thu	16:42	1.61		49			L
2018/05/17	Thu	22:50	6.07		185			H
2018/05/18	Fri	06:13	-1.00		-30			L
2018/05/18	Fri	12:42	3.62		110			H
2018/05/18	Fri	17:33	1.96		60			L
2018/05/18	Fri	23:40	5.71		174			H
2018/05/19	Sat	07:12	-0.75		-23			L
2018/05/19	Sat	13:55	3.54		108			H
2018/05/19	Sat	18:39	2.28		69			L
2018/05/20	Sun	00:40	5.23		159			H
2018/05/20	Sun	08:18	-0.47		-14			L
2018/05/20	Sun	15:16	3.66		112			H
2018/05/20	Sun	20:10	2.44		74			L
2018/05/21	Mon	01:54	4.71		144			H
2018/05/21	Mon	09:27	-0.22		-7			L
2018/05/21	Mon	16:29	3.98		121			H
2018/05/21	Mon	21:52	2.28		69			L
2018/05/22	Tue	03:21	4.32		132			H
2018/05/22	Tue	10:33	-0.03		-1			L
2018/05/22	Tue	17:26	4.39		134			H
2018/05/22	Tue	23:21	1.79		55			L
2018/05/23	Wed	04:47	4.12		126			H
2018/05/23	Wed	11:31	0.15		5			L
2018/05/23	Wed	18:10	4.81		147			H
2018/05/24	Thu	00:28	1.19		36			L
2018/05/24	Thu	06:01	4.07		124			H
2018/05/24	Thu	12:20	0.34		10			L
2018/05/24	Thu	18:48	5.20		158			H
2018/05/25	Fri	01:21	0.59		18			L
2018/05/25	Fri	07:03	4.05		123			H
2018/05/25	Fri	13:02	0.55		17			L
2018/05/25	Fri	19:22	5.50		168			H
2018/05/26	Sat	02:06	0.10		3			L
2018/05/26	Sat	07:56	4.03		123			H
2018/05/26	Sat	13:39	0.80		24			L
2018/05/26	Sat	19:54	5.72		174			H
2018/05/27	Sun	02:45	-0.27		-8			L
2018/05/27	Sun	08:42	3.97		121			H
2018/05/27	Sun	14:13	1.05		32			L
2018/05/27	Sun	20:24	5.83		178			H
2018/05/28	Mon	03:22	-0.50		-15			L
2018/05/28	Mon	09:25	3.89		119			H
2018/05/28	Mon	14:45	1.31		40			L
2018/05/28	Mon	20:53	5.85		178			H
2018/05/29	Tue	03:58	-0.60		-18			L
2018/05/29	Tue	10:06	3.78		115			H
2018/05/29	Tue	15:16	1.55		47			L
2018/05/29	Tue	21:23	5.77		176			H
2018/05/30	Wed	04:33	-0.59		-18			L
2018/05/30	Wed	10:46	3.66		112			H
2018/05/30	Wed	15:47	1.79		55			L
2018/05/30	Wed	21:52	5.62		171			H
2018/05/31	Thu	05:09	-0.49		-15			L
2018/05/31	Thu	11:28	3.53		108			H
2018/05/31	Thu	16:17	2.02		62			L
2018/05/31	Thu	22:22	5.40		165			H
2018/06/01	Fri	05:47	-0.32		-10			L
2018/06/01	Fri	12:14	3.41		104			H
2018/06/01	Fri	16:50	2.25		69			L
